GAZP,SBER,SBERP,LKOH,GMKN,YNDX,NVTK,TATN,TATNP,ROSN,SNGS,SNGSP,MGNT,FIVE,MTSS,POLY,ALRS,CHMF,PLZL,IRAO,NLMK,VTBR,MOEX,PHOR,TRNFP,MAGN,RTKM,RUAL,AFLT,PIKK,HYDR,FEES,AFKS,LSRG,CBOM,UPRO,DSKY,LNTA,SFIN,RNFT,MVID,DJ.W1FIN,DJ.W1IDU,NASDAQCOMP,EURUSD,USDCNY,NYMEX.NG,INDUSDX,ICE.BRN,LME.Alum,LME.Nickel,comex.GC,comex.SI,D&J-IND,RTSI
143.066,275.716,228.172,3791.6,11400.8,2340.6,728.78,598.4,412.46,330.56,28.814,30.143,4902.0,67.678,311.72,598.36,87.184,923.9,4631.8,3.729,146.352,0.053,114.338,2432.8,183140.0,47.034,67.678,39.008,145.06,321.26,0.787,0.175,12.142,861.8,4.74,2.719,3791.6,371.2,16.32,16.32,416.8,141.984,170.291,7292.651,1.228,6.333,2.68,90.128,65.627,2143.0,13680.0,1325.417,16.509,25059.954,1291.348
140.14,274.908,226.002,3746.0,11149.25,2408.375,735.025,600.913,410.65,316.863,28.55,29.915,5054.5,68.055,314.188,608.65,89.203,894.425,4708.25,3.801,146.028,0.054,118.655,2454.5,181100.0,46.566,68.055,37.062,152.212,319.8,0.781,0.177,12.092,910.5,4.739,2.745,3746.0,365.625,16.263,16.263,404.975,141.104,168.602,7417.455,1.235,6.331,2.732,89.882,64.907,2123.0,13518.0,1325.95,16.56,24959.081,1279.16
140.43,264.282,218.23,3791.9,10991.2,2435.5,736.94,607.24,411.9,314.11,29.255,30.117,5056.0,68.702,314.75,618.08,91.542,892.68,4851.2,3.749,150.342,0.054,118.194,2403.2,178510.0,45.521,68.702,35.574,160.96,323.42,0.764,0.177,11.796,884.9,4.811,2.785,3791.9,355.7,16.75,16.75,406.1,142.573,170.934,7511.975,1.233,6.323,2.738,89.963,65.205,2090.2,13710.0,1321.533,16.502,24953.629,1264.348
141.074,261.706,215.492,3856.1,10958.8,2431.4,754.72,616.98,407.3,316.34,29.01,30.155,4875.4,67.998,305.87,593.16,93.652,879.66,4575.0,3.761,148.496,0.054,118.656,2311.6,177980.0,45.132,67.998,34.732,158.82,317.48,0.748,0.176,11.918,850.3,4.829,2.813,3856.1,331.7,16.12,16.12,412.88,140.028,168.118,7242.635,1.231,6.323,2.647,89.519,68.118,2075.7,13314.0,1325.8,16.397,24303.137,1257.538
140.934,254.194,214.682,3911.5,10745.6,2314.8,743.68,607.92,413.82,311.35,28.377,29.296,4678.2,67.002,293.52,594.24,91.294,868.06,4449.8,3.769,144.552,0.051,116.694,2296.4,175740.0,44.172,67.002,34.646,155.06,315.98,0.75,0.177,11.732,867.1,4.82,2.846,3911.5,339.8,15.95,15.95,418.66,137.039,165.128,7060.505,1.235,6.284,2.671,89.225,69.322,2027.2,13158.0,1339.18,16.493,24003.77,1239.628
140.726,255.208,215.172,3954.9,10768.4,2278.5,752.32,605.51,423.24,316.83,28.644,29.37,4698.0,67.532,294.61,592.28,89.97,876.82,4446.4,3.908,146.286,0.053,116.748,2343.6,178930.0,44.669,67.532,33.142,156.78,314.62,0.757,0.181,11.579,876.1,4.795,2.892,3954.9,339.1,15.8,15.8,410.66,136.906,164.889,6968.341,1.228,6.294,2.701,89.819,68.162,2014.0,13322.5,1335.917,16.386,24076.779,1240.292
141.894,210.678,184.872,3895.9,9947.4,2156.7,734.28,638.97,421.18,317.42,29.134,29.699,4605.6,64.65,280.13,565.28,83.848,885.24,3594.4,3.726,148.212,0.051,113.378,2383.6,174640.0,44.095,64.65,21.938,144.92,309.98,0.73,0.17,10.472,826.3,4.706,2.673,3895.9,320.9,14.16,14.16,397.64,137.629,165.398,7072.238,1.233,6.283,2.691,89.492,70.607,2230.2,13735.0,1343.883,16.531,24284.768,1099.78
143.29,208.848,184.914,3972.4,10420.2,2089.4,732.56,656.93,436.08,331.57,29.307,30.166,4824.2,64.694,285.55,584.5,87.832,933.28,3696.2,3.901,149.5,0.052,114.806,2413.4,178180.0,45.551,64.694,21.772,149.32,310.22,0.743,0.171,10.513,818.0,4.773,2.707,3972.4,340.1,13.91,13.91,397.14,138.39,168.351,7223.453,1.234,6.28,2.728,89.494,72.773,2461.8,14740.0,1346.533,16.934,24647.946,1132.116
144.185,222.685,195.37,4088.833,10910.667,2062.917,754.117,672.067,460.933,368.208,29.425,30.748,4809.667,64.988,291.775,613.65,88.32,980.65,3926.0,3.93,158.783,0.053,116.352,2443.833,173550.0,46.669,64.988,28.893,145.717,307.433,0.745,0.175,10.915,832.417,4.676,2.73,4088.833,343.0,13.667,13.667,404.983,138.192,166.257,7075.774,1.218,6.324,2.77,90.851,73.96,2239.2,14144.0,1326.717,16.647,24238.854,1152.22
144.325,228.147,196.065,4118.375,10926.5,2136.875,760.575,662.85,468.35,389.487,29.35,31.121,4878.5,65.545,292.312,623.375,88.482,992.375,3915.75,3.917,156.51,0.053,120.488,2497.0,167900.0,46.634,65.545,29.48,144.287,309.775,0.744,0.175,10.973,836.375,4.602,2.748,4118.375,358.125,13.0,13.0,408.65,137.486,163.973,7119.127,1.201,6.347,2.759,92.101,73.923,2288.2,13855.0,1314.25,16.438,24076.781,1141.337
146.652,231.495,197.75,4229.75,10925.75,2167.75,760.625,667.612,472.275,394.613,29.49,31.36,4867.75,65.285,290.113,601.35,88.825,982.3,3926.0,3.941,156.965,0.053,120.392,2459.5,174637.5,45.968,65.285,26.83,139.9,322.775,0.749,0.176,10.957,836.625,4.766,2.75,4229.75,359.25,12.475,12.475,412.725,138.204,166.415,7335.976,1.191,6.351,2.76,92.662,76.433,2323.875,13932.5,1315.6,16.588,24566.983,1167.398
148.314,229.448,199.302,4402.7,10803.0,2133.8,771.64,678.88,498.1,391.41,29.795,32.409,5094.4,65.33,290.98,588.04,90.646,992.14,3750.0,3.996,161.062,0.052,117.088,2426.2,175260.0,44.873,65.33,25.532,137.36,324.74,0.743,0.179,10.843,826.5,4.855,2.733,4402.7,351.8,12.08,12.08,410.0,138.681,168.012,7379.61,1.184,6.362,2.828,93.062,78.553,2301.3,14526.0,1299.083,16.466,24761.6,1185.168
145.936,222.964,196.994,4299.9,10948.0,2106.8,774.34,671.39,483.82,381.29,29.4,32.258,5221.0,65.384,291.27,576.46,91.884,991.82,3730.8,4.015,161.37,0.051,114.608,2336.2,174960.0,46.165,65.384,27.184,133.73,325.7,0.734,0.181,10.334,819.0,4.754,2.742,4299.9,353.1,11.78,11.78,403.34,137.44,168.597,7411.346,1.172,6.381,2.887,93.726,78.79,2273.3,14755.0,1294.3,16.509,24860.711,1182.434
144.25,220.654,195.664,4235.0,11128.2,2093.4,825.14,668.17,463.46,382.29,28.649,31.082,5129.0,65.734,283.94,567.82,90.128,1002.86,3763.0,4.046,162.564,0.05,112.998,2338.0,173150.0,47.849,65.734,27.752,136.74,330.48,0.715,0.182,10.407,836.7,4.742,2.819,4235.0,348.8,12.1,12.1,404.16,134.822,166.989,7463.874,1.165,6.409,2.932,94.188,76.518,2282.625,15156.25,1300.4,16.457,24520.898,1162.484
145.42,215.57,191.803,4240.333,11524.667,2178.083,838.633,665.075,462.217,381.808,28.88,31.532,4994.167,69.583,285.258,561.033,90.682,1023.5,3887.833,4.156,170.325,0.047,111.568,2316.333,173683.333,48.609,69.583,27.677,141.817,332.217,0.701,0.184,10.183,860.0,4.718,2.873,4240.333,367.75,12.083,12.083,409.983,135.989,168.785,7642.568,1.174,6.401,2.919,93.763,76.087,2319.3,15596.0,1299.567,16.597,25064.446,1165.612
140.102,212.178,188.712,4111.125,11250.5,2260.75,817.5,650.013,469.45,382.875,28.723,31.409,4713.0,70.443,282.788,561.425,89.875,1036.9,3889.25,4.075,169.798,0.045,109.873,2307.75,175150.0,48.203,70.443,26.13,142.7,334.9,0.704,0.183,9.921,849.0,4.84,2.83,4111.125,380.625,11.938,11.938,405.25,135.689,169.498,7713.368,1.17,6.405,2.966,94.035,75.595,2273.0,15341.0,1298.717,16.912,25222.858,1136.9
136.018,209.866,186.974,4105.7,11173.2,2274.8,822.32,652.03,471.02,390.62,28.733,31.281,4608.0,70.246,273.76,548.74,94.26,961.12,3876.4,4.108,158.234,0.046,110.094,2294.4,169150.0,45.35,70.246,24.256,139.95,330.64,0.675,0.183,9.538,839.6,4.891,2.838,4105.7,376.6,11.54,11.54,407.56,133.452,165.575,7731.503,1.161,6.481,2.966,94.519,74.467,2189.2,15021.0,1275.333,16.397,24678.447,1110.592
138.788,207.374,182.248,4219.3,11224.2,2205.4,840.22,668.24,463.92,394.1,28.363,31.259,4596.8,73.22,267.82,555.56,99.186,930.44,3995.6,4.075,152.744,0.047,110.154,2282.0,167450.0,43.35,73.22,23.986,140.43,332.86,0.678,0.185,8.685,846.4,4.897,2.877,4219.3,353.9,11.57,11.57,403.66,131.4,162.007,7510.541,1.164,6.582,2.94,94.448,76.503,2158.7,14857.0,1258.467,16.212,24229.01,1127.592
143.848,221.682,185.436,4382.6,11572.4,2255.0,888.96,680.82,457.74,397.47,28.345,32.27,4590.2,73.64,282.83,560.18,104.69,936.16,4160.4,4.117,153.556,0.048,107.254,2285.4,167820.0,43.504,73.64,23.978,136.39,335.78,0.682,0.189,9.096,847.5,4.83,2.843,4382.6,346.2,11.65,11.65,402.88,131.157,161.389,7586.294,1.169,6.637,2.856,94.247,77.842,2094.7,14240.0,1252.917,16.035,24324.626,1158.354
146.404,228.864,192.766,4328.4,11508.2,2331.4,901.26,696.92,475.32,408.91,28.917,33.39,4473.8,72.318,272.92,549.54,103.928,961.3,4232.2,4.32,158.136,0.049,108.262,2329.8,170180.0,44.533,72.318,24.196,125.44,340.04,0.689,0.189,9.144,780.2,4.719,2.862,4328.4,333.8,11.67,11.67,406.98,132.583,163.721,7776.38,1.171,6.66,2.807,94.13,76.313,2065.4,14079.0,1250.367,15.989,24869.04,1189.76
140.93,215.722,182.772,4299.2,10493.8,2369.1,889.88,699.23,482.08,400.29,28.636,33.093,4393.8,69.938,268.67,547.86,98.808,970.32,4150.4,4.346,158.882,0.049,105.168,2319.8,165100.0,44.082,69.938,24.382,122.54,340.12,0.685,0.176,8.908,779.3,4.753,2.821,4299.2,329.0,11.28,11.28,409.2,133.086,164.91,7832.155,1.168,6.734,2.757,94.595,72.88,2035.6,13551.0,1231.75,15.617,25102.08,1145.904
138.32,211.294,180.98,4378.4,10718.8,2383.9,895.24,701.68,480.42,397.21,28.419,33.062,4213.0,68.478,263.12,559.52,95.936,995.26,4342.0,4.203,162.052,0.048,102.222,2278.6,162580.0,44.857,68.478,25.994,122.43,341.6,0.674,0.171,8.768,775.5,4.836,2.805,4378.4,326.1,10.49,10.49,399.36,134.948,166.658,7840.897,1.168,6.792,2.763,94.337,74.108,2065.7,13650.0,1225.433,15.495,25336.547,1143.192
141.516,209.12,179.152,4471.3,10808.8,2250.8,923.34,724.28,484.9,414.02,29.031,34.474,4182.6,70.908,262.01,547.18,96.132,1012.66,4408.2,4.111,161.788,0.048,102.34,2285.4,161010.0,46.245,70.908,25.64,119.95,341.1,0.674,0.168,9.015,771.3,4.954,2.721,4471.3,313.1,10.38,10.38,386.14,135.399,167.176,7724.756,1.163,6.821,2.796,94.572,73.967,2054.5,13642.0,1224.15,15.431,25369.773,1156.322
143.636,196.188,171.406,4534.6,10845.8,2189.6,932.4,740.84,501.68,428.36,28.967,34.969,4184.0,71.464,257.79,556.84,96.916,1015.04,4390.4,4.021,158.732,0.046,101.232,2287.2,157350.0,47.239,71.464,24.844,111.02,348.2,0.652,0.16,8.782,771.1,4.945,2.661,4534.6,318.4,11.12,11.12,404.64,135.127,166.733,7872.512,1.153,6.837,2.904,95.315,73.092,2070.0,13857.0,1220.717,15.408,25508.303,1110.754
141.506,190.378,162.742,4440.1,10943.4,2123.2,975.3,749.32,501.86,429.03,28.272,36.402,4023.6,69.874,250.28,551.08,95.396,1021.08,4140.4,3.995,155.092,0.044,100.584,2302.2,152680.0,46.108,69.874,24.256,107.98,353.36,0.629,0.154,8.43,754.3,4.965,2.6,4440.1,300.0,11.2,11.2,401.12,132.842,164.191,7817.518,1.139,6.888,2.932,96.342,72.015,2048.9,13347.0,1194.717,14.859,25376.473,1063.15
142.814,185.98,161.272,4462.8,10983.8,2133.9,993.82,761.8,502.44,431.28,28.099,35.836,4162.2,69.398,251.95,571.2,94.78,1055.54,4262.8,4.01,158.948,0.043,99.884,2383.6,152740.0,46.861,69.398,23.176,107.2,359.26,0.625,0.153,8.43,756.6,5.004,2.64,4462.8,291.4,11.66,11.66,404.14,133.971,166.158,7878.742,1.155,6.836,2.951,95.413,73.622,2068.4,13483.0,1200.233,14.708,25753.252,1062.25
146.786,181.754,159.788,4641.1,11228.4,2153.0,1086.26,788.36,524.34,436.79,28.445,36.639,4145.4,68.28,259.07,570.14,99.78,1089.34,4299.6,4.02,165.476,0.042,97.024,2580.0,149130.0,48.397,68.28,21.81,111.11,362.66,0.627,0.155,8.496,729.8,5.013,2.62,4641.1,288.7,12.02,12.02,414.56,135.052,168.549,8071.104,1.165,6.823,2.888,94.742,76.995,2134.0,13301.25,1211.1,14.698,26038.873,1083.052
147.81,177.814,154.864,4663.1,11215.8,2135.3,1123.78,785.24,531.3,437.64,28.175,37.773,4059.8,67.132,258.16,554.78,100.578,1072.8,4335.0,3.913,165.312,0.04,96.574,2599.0,143960.0,48.69,67.132,21.2,111.09,344.74,0.63,0.157,8.035,682.1,4.994,2.614,4663.1,280.6,12.02,12.02,407.86,133.547,167.144,7978.668,1.159,6.833,2.821,95.175,77.417,2064.4,12513.0,1203.55,14.297,25960.847,1068.23
152.762,177.336,151.244,4656.1,11509.6,2118.3,1109.36,803.0,529.22,445.38,27.734,37.74,4077.2,67.43,259.09,543.0,104.228,1081.62,4272.6,3.852,169.772,0.04,96.43,2662.0,152430.0,49.403,67.43,21.414,106.33,346.76,0.611,0.157,8.087,638.4,4.973,2.634,4656.1,262.4,11.84,11.84,409.64,132.511,167.112,7974.65,1.162,6.857,2.803,94.986,78.398,2052.6,12453.0,1202.417,14.179,26026.421,1069.99
156.584,191.652,163.926,4694.7,11711.2,2163.2,1115.72,786.84,536.26,439.73,27.506,37.567,4205.8,69.924,275.93,546.68,105.702,1090.66,4100.2,4.098,173.948,0.041,99.81,2646.4,160510.0,50.441,69.924,28.016,109.72,345.88,0.617,0.166,8.64,649.6,4.999,2.665,4694.7,260.2,12.29,12.29,411.9,134.454,170.002,7962.313,1.17,6.855,2.897,94.038,78.618,2046.0,12610.0,1206.133,14.266,26425.908,1129.362
160.704,199.502,169.212,4896.5,11795.4,2193.6,1127.64,817.58,554.34,467.31,27.536,37.794,3998.6,70.57,272.86,543.62,106.25,1078.4,4076.6,4.123,176.516,0.041,100.49,2538.4,164190.0,51.419,70.57,28.11,107.18,346.44,0.631,0.166,8.786,670.0,5.045,2.678,4896.5,245.0,12.18,12.18,408.26,134.671,170.27,8015.881,1.169,6.869,3.02,94.11,81.237,2048.5,12738.0,1199.333,14.422,26468.45,1174.544
166.59,195.71,165.876,4985.3,11321.8,2148.7,1183.56,820.6,578.38,501.73,27.569,37.824,3837.4,69.934,275.03,525.78,105.16,1093.0,4147.0,4.067,179.964,0.04,96.678,2601.2,165280.0,52.02,69.934,28.642,106.15,350.06,0.618,0.164,8.853,673.4,5.05,2.769,4985.3,232.3,12.17,12.17,405.66,132.111,168.763,7945.978,1.154,6.867,3.15,95.187,84.61,2143.1,12619.0,1201.233,14.652,26666.514,1177.802
167.808,190.022,165.058,4889.8,11304.6,2158.9,1156.8,807.48,576.28,469.79,27.13,37.588,3554.6,70.218,265.26,545.28,102.156,1081.58,4172.8,3.946,174.104,0.038,93.554,2513.8,169640.0,49.124,70.218,27.972,101.96,348.72,0.607,0.155,8.257,664.6,5.037,2.794,4889.8,228.9,12.67,12.67,398.36,128.998,161.447,7544.394,1.153,6.909,3.24,95.154,82.617,2043.5,12745.0,1204.933,14.485,25782.653,1145.3
163.21,191.164,164.672,4740.5,11304.0,2164.0,1125.42,784.32,553.32,466.44,27.228,37.368,3569.8,70.914,270.5,614.96,99.504,1050.22,4296.8,3.958,166.112,0.038,91.768,2452.2,170980.0,48.085,70.914,28.556,97.73,347.2,0.578,0.154,8.292,672.9,5.033,2.781,4740.5,230.1,12.97,12.97,394.54,126.597,157.302,7530.62,1.152,6.923,3.257,95.178,80.62,2019.9,12436.0,1227.9,14.65,25516.75,1148.504
154.432,183.484,159.104,4854.0,10985.8,1766.9,1052.3,771.52,547.54,459.1,26.649,36.093,3477.8,69.912,261.75,620.88,96.052,1018.5,4186.8,3.747,158.624,0.036,87.156,2417.6,170990.0,46.68,69.912,28.31,92.21,350.66,0.543,0.152,7.909,647.3,4.98,2.737,4854.0,235.9,12.75,12.75,393.8,123.997,151.381,7299.992,1.143,6.942,3.184,95.928,77.682,2002.7,12227.0,1233.583,14.697,24953.867,1113.492
153.3,188.288,162.94,4902.6,11020.2,1922.6,1062.26,774.78,524.6,458.45,26.468,37.665,3607.4,70.02,258.79,610.8,99.142,1018.94,4156.9,3.935,159.056,0.036,86.978,2454.6,171340.0,47.309,70.02,28.429,97.642,349.72,0.55,0.153,7.917,631.56,5.003,2.772,4902.6,241.38,12.744,12.744,405.18,124.524,150.762,7261.778,1.137,6.934,3.226,96.455,75.125,1972.4,11762.0,1228.683,14.565,25017.823,1122.066
156.137,199.585,171.618,5121.0,11661.75,1975.125,1083.725,812.225,547.45,477.538,27.231,38.125,3712.5,70.47,269.463,624.8,103.318,1035.025,4269.25,4.011,158.515,0.037,91.058,2517.75,173787.5,47.101,70.47,29.801,99.16,351.8,0.549,0.154,8.183,634.65,5.098,2.779,5121.0,241.45,12.845,12.845,402.125,128.101,154.804,7442.804,1.138,6.934,3.556,96.269,71.648,1970.0,11697.0,1225.233,14.497,25892.38,1148.015
151.774,198.398,172.626,4924.6,11662.8,1913.1,1103.26,776.18,551.52,435.87,27.082,37.96,3571.2,71.118,268.41,633.46,102.004,1028.6,4335.6,3.979,163.64,0.039,91.908,2495.8,170280.0,47.245,71.118,29.629,100.308,351.52,0.544,0.153,8.037,633.56,5.066,2.766,4924.6,236.58,13.276,13.276,397.06,127.091,152.428,7209.608,1.133,6.947,4.159,96.911,67.487,1940.1,11338.0,1210.8,14.162,25292.186,1119.624
152.742,197.28,171.42,4787.7,11827.6,1911.0,1125.12,750.88,525.1,413.16,27.145,37.327,3480.9,71.332,254.91,659.36,100.712,1007.88,4580.2,3.897,163.624,0.038,90.716,2473.2,169340.0,45.851,71.332,29.347,106.672,353.4,0.536,0.152,7.912,637.0,5.034,2.737,4787.7,233.48,14.836,14.836,399.1,125.725,149.934,6962.134,1.138,6.939,4.45,96.514,63.657,1943.7,11028.0,1223.9,14.365,24559.259,1126.376
159.038,191.898,168.338,4738.3,12507.4,1948.6,1127.88,712.6,504.74,417.67,26.987,37.489,3498.0,71.38,249.09,678.34,100.63,997.44,4734.4,3.971,160.368,0.037,89.778,2562.4,170350.0,46.193,71.38,28.7,113.064,351.7,0.521,0.155,8.174,634.88,5.044,2.746,4738.3,235.18,14.476,14.476,404.3,127.064,151.789,7211.893,1.134,6.949,4.377,96.94,59.785,1938.9,10918.0,1223.9,14.263,25127.388,1112.732
163.558,196.5,171.008,5199.3,12749.4,1945.6,1132.22,766.96,549.24,436.2,28.182,38.383,3643.4,71.112,244.88,676.38,99.154,962.1,4762.6,4.042,159.416,0.037,89.49,2560.6,171120.0,46.202,71.112,28.791,107.296,352.48,0.511,0.158,8.391,665.6,5.096,2.742,5199.3,233.8,14.54,14.54,401.96,125.978,150.9,7189.362,1.137,6.879,4.454,96.893,61.22,1964.2,11072.0,1243.233,14.547,25048.376,1151.014
157.456,189.784,167.762,5154.8,12927.6,1878.5,1106.48,744.2,531.64,421.96,27.992,38.031,3635.6,71.196,230.67,690.62,96.946,940.44,4953.3,3.892,154.924,0.036,85.75,2487.6,169170.0,46.759,71.196,27.258,101.928,353.78,0.498,0.154,8.019,646.08,5.106,2.722,5154.8,202.18,14.032,14.032,398.64,121.517,145.757,7026.332,1.134,6.895,4.245,97.138,60.702,1934.9,10841.0,1248.917,14.718,24404.556,1128.568
152.358,186.768,165.106,4934.7,13183.4,1868.7,1121.06,717.12,502.4,415.39,27.632,38.966,3634.7,71.264,240.21,723.3,98.144,958.42,5144.0,3.892,153.54,0.036,83.89,2469.2,166280.0,43.388,71.264,27.97,101.772,358.94,0.484,0.152,7.99,612.32,5.098,2.54,4934.7,211.22,14.156,14.156,405.2,118.303,141.306,6607.175,1.137,6.897,3.687,96.483,56.632,1918.6,10929.0,1252.767,14.714,23180.233,1095.952
150.388,184.8,164.398,4897.5,12867.667,1871.083,1109.967,717.417,494.683,419.408,26.623,38.908,3476.833,71.837,235.033,734.3,97.455,931.117,5301.417,3.874,153.8,0.034,81.378,2505.167,164625.0,42.142,71.837,29.223,101.1,374.15,0.482,0.149,7.93,594.867,5.148,2.564,4897.5,210.75,14.413,14.413,398.367,115.804,137.496,6477.415,1.14,6.881,3.514,96.203,53.138,1863.5,10778.333,1275.15,15.063,22718.735,1060.38
157.715,188.99,166.355,5040.75,13031.5,1887.75,1128.5,734.75,520.45,428.125,26.915,38.975,3588.0,73.055,244.55,747.6,100.77,941.95,5293.0,3.973,156.51,0.034,84.245,2537.5,170925.0,43.172,73.055,30.74,101.3,374.95,0.49,0.148,8.142,604.3,5.171,2.61,5040.75,212.5,14.34,14.34,406.3,118.446,140.749,6625.882,1.141,6.869,2.994,95.902,55.028,1841.0,10868.75,1288.283,15.627,23199.053,1102.415
159.925,195.447,169.163,5112.75,13284.25,1963.625,1125.275,726.0,507.125,429.5,27.286,38.805,3758.875,72.808,252.712,737.325,101.75,966.95,5309.875,3.949,153.13,0.035,85.082,2517.0,169337.5,44.626,72.808,30.155,103.24,373.6,0.497,0.152,8.313,627.85,5.168,2.601,5112.75,214.35,14.175,14.175,404.125,121.748,145.841,6927.018,1.147,6.803,3.025,95.266,59.508,1855.0,11259.0,1289.95,15.721,23839.963,1137.37
158.366,201.564,173.616,5180.4,13319.8,2002.0,1128.42,728.62,516.42,421.77,27.975,40.566,3997.5,72.396,254.46,731.44,103.672,955.28,5369.4,3.927,151.412,0.036,90.128,2564.6,170170.0,44.07,72.396,30.605,107.532,363.4,0.512,0.155,8.657,616.8,5.158,2.671,5180.4,222.56,14.42,14.42,406.76,124.464,148.718,7041.227,1.141,6.766,3.437,95.547,60.937,1849.0,11602.0,1289.767,15.582,24252.627,1156.332
160.084,209.944,180.636,5200.6,13343.6,2078.1,1115.14,768.34,539.24,416.32,27.707,41.011,4217.4,73.286,261.5,729.24,100.958,945.02,5375.4,3.856,149.252,0.037,93.358,2570.2,169290.0,44.544,73.286,31.456,105.504,361.92,0.507,0.16,9.48,636.96,5.219,2.697,5200.6,225.42,14.52,14.52,402.96,126.434,151.031,7071.112,1.137,6.777,3.196,95.547,61.725,1885.8,11760.0,1284.533,15.396,24568.465,1181.512
163.012,214.128,183.592,5236.1,13423.6,2177.04,1132.32,802.42,556.4,412.62,27.401,40.605,4157.4,72.836,260.15,741.7,98.24,979.78,5497.0,3.853,152.564,0.038,92.104,2570.6,171770.0,44.109,72.836,29.319,106.728,356.48,0.508,0.164,9.549,656.52,5.313,2.756,5236.1,220.02,14.268,14.268,401.08,127.619,153.21,7168.532,1.144,6.73,2.861,95.547,61.342,1890.5,12297.0,1314.65,15.899,24838.159,1198.992
162.17,214.276,183.834,5403.4,13632.0,2212.48,1133.08,801.84,564.22,416.84,27.218,40.729,4055.7,72.396,261.63,734.46,99.17,1025.0,5492.5,3.829,158.728,0.038,91.334,2519.6,172790.0,43.96,72.396,30.806,102.044,356.02,0.527,0.165,9.733,650.16,5.481,2.771,5403.4,218.18,14.58,14.58,402.24,128.123,155.369,7342.29,1.138,6.743,2.658,96.305,62.313,1904.9,12938.0,1315.65,15.787,25264.263,1210.05
159.686,211.886,181.48,5399.2,13704.8,2229.64,1101.68,776.06,558.1,404.99,26.616,40.307,3969.9,72.734,255.73,730.38,97.54,1023.28,5295.6,3.878,156.4,0.037,89.662,2501.8,170650.0,43.054,72.734,32.7,101.52,352.34,0.521,0.165,9.687,645.84,5.488,2.78,5399.2,215.86,14.448,14.448,403.82,127.969,156.905,7408.453,1.13,6.767,2.615,96.735,63.443,1860.6,12374.0,1316.0,15.686,25469.816,1188.28
154.606,204.364,176.594,5469.3,13976.8,2140.36,1108.84,788.16,562.52,401.76,26.504,40.196,3933.6,72.64,250.71,755.88,95.974,1002.76,5410.1,3.855,155.94,0.036,89.448,2516.2,170080.0,43.128,72.64,31.522,100.18,354.92,0.508,0.166,9.74,647.28,5.437,2.7,5469.3,210.84,14.14,14.14,406.8,129.761,160.349,7490.772,1.133,6.73,2.666,96.525,66.75,1881.6,12775.0,1333.133,15.864,25932.926,1186.416
156.412,206.28,178.576,5533.1,14306.0,2200.52,1095.84,784.64,551.66,398.59,25.992,40.428,3857.0,72.96,252.28,764.54,96.03,1031.2,5417.7,3.917,158.62,0.036,90.712,2543.2,169600.0,44.536,72.96,31.921,98.116,359.68,0.503,0.168,9.783,641.4,5.468,2.723,5533.1,203.56,14.128,14.128,407.16,130.597,161.591,7557.23,1.137,6.697,2.808,96.183,65.953,1911.5,13041.0,1320.033,15.699,26016.36,1192.256
153.425,204.342,178.032,5639.75,14112.0,2333.75,1085.45,762.825,547.375,399.562,25.344,40.172,3867.25,72.755,256.125,736.7,92.63,1031.35,5159.25,3.876,164.77,0.035,93.092,2535.5,164350.0,43.679,72.755,32.304,98.105,353.6,0.495,0.166,9.864,644.2,5.585,2.695,5639.75,195.525,14.055,14.055,405.4,129.615,159.647,7497.891,1.128,6.71,2.858,96.892,65.695,1866.7,13373.0,1291.35,15.176,25645.508,1184.267
152.756,204.712,179.138,5603.3,14101.6,2340.52,1075.0,736.82,531.32,399.36,24.383,39.834,3789.6,72.7,258.83,747.7,94.994,1021.2,5363.2,3.865,165.548,0.036,92.108,2495.2,165340.0,44.863,72.7,30.873,100.512,353.08,0.501,0.167,9.896,643.68,5.936,2.651,5603.3,190.8,13.868,13.868,404.52,130.032,159.054,7622.48,1.129,6.713,2.808,96.865,66.848,1886.9,13013.0,1300.35,15.354,25694.316,1185.58
155.01,208.342,183.078,5723.0,14304.0,2295.32,1065.8,763.58,549.88,404.88,24.81,40.208,3751.8,73.174,263.34,737.66,96.162,1019.64,5416.6,3.834,168.592,0.037,90.562,2432.6,177110.0,45.389,73.174,29.874,98.512,353.86,0.508,0.167,9.831,650.76,5.941,2.578,5723.0,204.92,14.356,14.356,406.96,131.221,160.671,7729.804,1.134,6.708,2.809,95.875,67.57,1921.1,13101.0,1308.617,15.415,25803.267,1222.094
150.498,215.118,188.906,5834.6,13922.0,2297.8,1073.84,752.04,550.66,406.66,24.637,40.31,3700.9,72.776,258.32,737.12,93.78,1017.0,5391.5,3.788,168.296,0.036,90.824,2369.4,176580.0,45.199,72.776,28.743,96.624,353.48,0.502,0.166,9.688,664.32,5.96,2.572,5834.6,218.2,14.552,14.552,407.02,128.704,159.454,7674.138,1.125,6.719,2.722,96.426,67.23,1901.2,12996.0,1308.217,15.294,25690.125,1214.19
156.802,220.856,193.77,5896.0,14192.0,2267.88,1063.72,740.2,553.92,419.92,25.299,40.962,3672.3,72.864,259.38,721.7,93.572,1044.72,5283.5,3.675,173.616,0.036,91.508,2391.8,174690.0,45.366,72.864,28.41,98.508,366.44,0.506,0.164,9.213,632.32,5.972,2.57,5896.0,228.5,15.168,15.168,406.94,131.676,164.4,7880.726,1.122,6.715,2.675,96.85,69.313,1892.5,13171.0,1295.317,15.099,26293.948,1220.124
