GAZP,SBER,SBERP,LKOH,GMKN,YNDX,NVTK,TATN,TATNP,ROSN,SNGS,SNGSP,MGNT,FIVE,MTSS,POLY,ALRS,CHMF,PLZL,IRAO,NLMK,VTBR,MOEX,PHOR,TRNFP,MAGN,RTKM,RUAL,AFLT,PIKK,HYDR,FEES,AFKS,LSRG,CBOM,UPRO,DSKY,LNTA,SFIN,RNFT,MVID,DJ.W1FIN,DJ.W1IDU,NASDAQCOMP,EURUSD,USDCNY,NYMEX.NG,INDUSDX,ICE.BRN,LME.Alum,LME.Nickel,comex.GC,comex.SI,D&J-IND,RTSI
152.574,165.934,124.174,3214.4,9575.0,1305.8,730.8,418.72,229.7,387.83,31.361,32.143,9776.0,84.552,266.57,682.2,100.26,937.44,4610.4,3.859,112.24,0.069,131.346,2745.8,210930.0,34.285,84.552,28.732,160.506,282.54,1.038,0.21,24.486,1021.8,4.3,2.97,3214.4,473.5,15.06,15.06,370.76,117.788,136.98,5547.449,1.066,6.871,3.369,100.918,55.02,1812.9,10034.0,1207.65,17.026,19798.453,1146.956
150.096,171.994,128.354,3288.8,9605.4,1370.9,749.22,417.65,222.2,390.61,31.925,32.995,9785.8,83.658,271.19,686.7,104.53,947.44,4603.8,3.918,113.454,0.069,133.758,2796.2,205070.0,36.093,83.658,32.09,164.462,284.7,1.044,0.222,24.812,1002.9,4.289,2.851,3288.8,477.7,14.844,14.844,380.14,118.858,138.702,5625.239,1.071,6.87,3.301,100.292,55.647,1838.3,9649.0,1201.3,17.038,19995.827,1162.414
149.68,173.466,129.366,3377.6,9918.6,1378.0,761.34,409.16,226.96,399.25,32.304,34.535,9610.0,83.968,275.62,693.7,105.468,954.76,4595.8,4.048,118.62,0.069,134.992,2857.8,207020.0,40.384,83.968,35.64,175.094,284.76,1.058,0.239,24.037,997.1,4.274,2.806,3377.6,473.9,15.386,15.386,380.52,119.047,138.618,5634.822,1.076,6.868,3.172,99.907,56.048,1824.6,10119.0,1209.667,17.392,19937.179,1173.828
145.002,170.368,129.158,3305.6,10052.8,1358.2,751.06,400.84,226.74,383.83,32.542,35.209,9726.2,84.734,272.64,714.4,104.394,928.88,4479.2,3.973,120.11,0.069,132.56,2656.8,193220.0,41.4,84.734,32.948,176.5,287.94,1.087,0.251,23.961,978.4,4.258,2.771,3305.6,472.4,15.942,15.942,371.7,119.947,139.36,5693.906,1.069,6.871,3.091,100.234,55.828,1848.2,10443.0,1233.117,17.717,20128.444,1169.956
139.764,164.576,125.758,3234.1,9849.4,1357.8,753.82,381.15,221.86,364.97,31.925,34.519,9947.6,82.792,273.35,703.1,100.028,904.8,4448.4,3.912,121.962,0.068,127.638,2522.4,189440.0,41.086,82.792,31.32,173.95,291.86,1.073,0.256,23.162,987.8,4.248,2.772,3234.1,442.7,15.802,15.802,371.06,122.311,141.684,5803.889,1.061,6.867,2.913,100.93,55.897,1892.3,10897.0,1233.2,17.957,20555.144,1169.61
137.57,165.963,126.44,3184.75,9590.0,1396.875,773.95,363.913,221.15,348.25,31.033,34.365,9284.0,79.54,278.9,715.25,97.04,876.525,4451.5,3.811,118.775,0.068,125.438,2553.75,186475.0,39.565,79.54,30.417,169.35,290.7,1.021,0.238,22.657,985.0,4.264,2.689,3184.75,418.0,16.18,16.18,370.85,122.888,142.08,5851.039,1.057,6.871,2.662,101.098,56.217,1887.3,10847.0,1242.05,18.058,20788.372,1146.785
133.804,160.95,122.14,3102.4,9333.0,1349.3,749.86,355.56,217.38,335.41,29.651,32.261,9179.6,78.78,274.54,682.9,93.966,837.48,4457.2,3.774,112.548,0.066,123.496,2441.0,181370.0,37.42,78.78,29.82,170.09,290.56,0.949,0.212,22.213,954.7,4.253,2.588,3102.4,404.6,16.204,16.204,375.36,122.673,142.464,5863.964,1.058,6.883,2.761,101.499,56.042,1912.2,10963.0,1245.083,18.206,20955.49,1106.844
131.317,159.17,118.972,3036.625,9011.75,1360.625,730.95,352.188,211.075,323.738,29.059,31.799,9174.75,76.562,263.8,654.375,90.32,810.175,4454.5,3.6,108.73,0.065,114.115,2396.75,176400.0,34.683,76.562,28.328,157.525,290.525,0.938,0.186,21.764,935.25,4.225,2.48,3036.625,404.875,16.055,16.055,382.55,122.421,142.075,5844.238,1.061,6.903,2.932,101.725,54.043,1877.6,10397.0,1213.967,17.395,20899.906,1077.683
128.664,158.408,119.408,3088.8,9068.4,1358.7,724.9,364.9,207.18,315.35,28.605,32.131,9450.2,76.262,267.73,692.9,89.77,822.82,4445.6,3.882,110.942,0.065,112.926,2359.0,180260.0,35.539,76.262,28.936,157.21,296.12,0.945,0.183,22.02,920.4,4.296,2.534,3088.8,399.2,16.654,16.654,385.86,123.14,143.078,5886.881,1.07,6.905,2.978,100.761,51.595,1889.2,10233.0,1215.117,17.191,20904.33,1080.724
130.156,163.674,125.22,3079.5,9129.4,1303.4,740.44,360.72,207.76,316.22,29.635,33.468,9534.0,77.9,285.09,732.9,94.676,827.08,4386.8,4.083,112.768,0.067,114.272,2388.0,200350.0,37.556,77.9,29.162,163.12,285.36,0.954,0.191,21.973,917.9,4.305,2.686,3079.5,397.0,18.548,18.548,381.78,122.207,143.591,5833.235,1.078,6.888,3.034,99.746,51.068,1927.7,10058.0,1240.317,17.552,20698.393,1123.042
128.64,162.574,122.606,3016.4,8961.0,1258.2,723.3,352.16,207.04,319.76,29.37,32.731,9423.8,76.56,281.08,717.4,93.146,821.36,4443.8,4.093,112.686,0.066,113.208,2374.8,179200.0,37.242,76.56,28.828,166.74,284.98,0.931,0.178,22.475,932.5,4.317,2.68,3016.4,386.2,18.154,18.154,375.88,121.884,143.469,5887.829,1.075,6.881,3.143,99.709,52.12,1950.1,9986.0,1250.667,18.102,20661.4,1123.234
129.186,164.476,123.292,3036.4,9063.6,1265.6,726.2,360.07,209.94,334.44,29.615,32.567,9404.8,77.402,279.48,721.9,91.232,841.8,4423.2,4.134,111.848,0.067,114.366,2396.6,176640.0,36.695,77.402,29.578,172.27,283.22,0.956,0.185,22.764,933.6,4.408,2.688,3036.4,387.8,19.982,19.982,373.62,121.17,143.241,5882.913,1.065,6.89,3.249,100.544,54.168,1953.4,10097.0,1257.15,18.244,20662.028,1134.73
124.92,152.544,114.488,2929.6,8865.8,1268.4,702.08,335.08,209.5,324.09,27.641,30.901,9174.0,75.068,273.88,767.4,88.442,800.66,4400.2,4.012,106.192,0.064,106.05,2344.0,172070.0,35.972,75.068,28.098,164.43,281.08,0.865,0.174,21.326,906.3,4.345,2.582,2929.6,382.5,20.378,20.378,374.9,120.383,142.803,5846.562,1.061,6.888,3.215,100.67,55.794,1915.0,9823.0,1273.66,18.262,20589.303,1083.32
122.492,155.758,115.918,2855.1,8621.6,1334.3,682.2,326.04,208.1,318.14,26.776,29.53,9085.6,73.716,268.38,763.6,89.714,776.1,4397.6,3.93,102.118,0.064,108.054,2288.0,178830.0,34.705,73.716,27.006,163.95,282.58,0.868,0.176,21.135,865.4,4.364,2.588,2855.1,370.8,20.022,20.022,378.56,120.474,142.857,5879.318,1.069,6.882,3.161,99.858,54.015,1923.875,9403.75,1285.917,18.206,20538.925,1081.51
132.358,163.998,124.7,2909.8,8789.0,1422.7,697.68,348.94,220.72,320.42,27.875,30.637,8851.4,75.164,275.5,740.5,95.76,783.56,4402.6,4.013,106.536,0.067,114.564,2393.0,195400.0,34.499,75.164,28.874,175.97,287.14,0.904,0.192,21.781,860.3,4.424,2.563,2909.8,353.9,19.49,19.49,378.22,123.133,146.72,6026.293,1.09,6.888,3.171,98.878,52.043,1945.1,9331.0,1270.233,17.545,20932.095,1115.586
135.418,165.663,127.683,2806.375,8740.75,1557.0,693.025,367.225,242.8,312.525,28.421,31.251,8811.75,74.868,256.45,735.75,95.428,777.975,4396.75,4.064,107.523,0.067,116.635,2417.75,192575.0,35.809,74.868,28.137,183.0,289.5,0.885,0.193,16.334,887.625,4.419,2.545,2806.375,369.75,18.66,18.66,382.525,123.516,147.962,6086.903,1.094,6.896,3.227,98.808,50.48,1917.25,9232.5,1246.85,16.707,20956.64,1095.868
132.597,169.49,128.383,2871.0,8521.0,1581.5,683.967,373.783,260.933,311.633,28.8,31.295,9045.0,75.07,253.333,753.667,94.007,764.667,4477.0,4.094,105.967,0.066,115.843,2419.0,191466.667,34.422,75.07,27.653,187.15,289.8,0.901,0.193,14.28,893.5,4.42,2.569,2871.0,365.333,19.043,19.043,384.833,123.568,148.363,6117.917,1.091,6.902,3.289,99.181,49.975,1875.4,9225.0,1226.067,16.332,20950.147,1105.74
129.158,169.324,130.782,2872.7,8405.8,1603.5,681.88,389.81,270.24,309.94,27.927,29.948,9260.6,73.972,243.66,769.0,90.39,738.94,4469.8,3.919,108.782,0.066,105.908,2375.8,174810.0,32.341,73.972,27.436,186.14,290.28,0.846,0.187,13.047,894.7,4.437,2.53,2872.7,361.5,18.928,18.928,385.54,123.064,147.791,6093.785,1.109,6.884,3.272,98.012,52.03,1926.4,9199.0,1245.283,16.736,20807.999,1100.356
122.312,164.958,131.584,2806.9,8292.0,1596.5,677.26,391.77,272.74,307.42,28.294,29.453,9341.4,72.452,243.62,757.4,90.396,748.56,4442.8,3.995,107.774,0.067,100.952,2325.4,166580.0,31.755,72.452,27.206,192.87,292.02,0.82,0.178,12.669,911.7,4.362,2.516,2806.9,358.5,18.572,18.572,386.96,123.416,148.978,6169.962,1.12,6.873,3.245,97.097,53.332,1949.7,9200.0,1258.3,17.122,21002.387,1084.912
120.636,158.322,127.394,2761.3,7943.0,1525.8,636.26,383.81,287.48,303.25,29.244,28.718,9136.4,71.574,243.08,736.1,88.814,741.32,4432.0,3.982,110.516,0.066,100.956,2303.6,159540.0,31.027,71.574,27.162,188.63,304.22,0.817,0.167,12.555,908.7,4.257,2.562,2761.3,347.1,18.108,18.108,387.66,123.478,150.427,6238.583,1.122,6.83,3.12,97.089,51.45,1930.5,8906.25,1268.55,17.342,21097.86,1061.102
119.354,152.476,123.174,2734.0,7952.6,1527.7,620.18,363.52,270.96,305.81,26.517,27.6,9190.2,70.278,249.6,729.5,86.78,724.7,4448.8,3.925,108.708,0.065,103.826,2265.2,159290.0,29.61,70.278,27.41,190.6,305.24,0.811,0.162,13.109,889.0,4.238,2.621,2734.0,343.1,17.308,17.308,388.92,124.282,151.584,6279.561,1.124,6.799,3.03,96.791,48.962,1905.1,8880.0,1283.017,17.488,21190.407,1039.974
116.252,142.407,113.465,2721.875,8084.0,1480.625,618.225,360.263,265.1,306.138,25.174,26.956,9509.5,70.27,243.225,692.375,82.23,706.575,4381.0,3.853,103.547,0.064,105.11,2195.0,159337.5,29.349,70.27,26.77,183.963,297.45,0.794,0.159,12.484,884.625,4.239,2.604,2721.875,347.375,17.265,17.265,390.2,125.675,151.675,6181.597,1.119,6.801,3.008,97.151,47.632,1882.6,8854.0,1264.033,16.878,21337.296,1007.778
118.278,144.348,115.132,2762.5,8143.2,1582.9,621.5,371.78,270.5,317.28,25.503,28.719,9452.2,70.066,241.8,684.3,83.034,710.1,4195.6,3.745,105.774,0.064,105.658,2316.0,159790.0,30.341,70.066,28.148,187.91,296.72,0.766,0.159,13.198,798.8,4.373,2.529,2762.5,359.9,18.296,18.296,390.08,125.155,152.107,6232.629,1.117,6.825,2.913,97.156,45.93,1875.6,9003.0,1252.033,16.579,21440.366,984.016
119.074,145.296,115.832,2837.4,8109.6,1585.3,635.9,375.52,273.2,327.34,25.658,28.58,9311.8,71.144,234.92,674.6,86.45,766.74,4115.816,3.885,113.624,0.064,106.572,2299.6,159910.0,32.939,71.144,28.232,190.92,299.3,0.785,0.168,12.287,819.3,4.484,2.516,2837.4,346.9,17.274,17.274,391.38,125.808,151.809,6182.591,1.134,6.803,3.04,96.126,47.113,1896.8,9226.0,1248.617,16.681,21363.017,1000.174
122.194,149.672,123.636,2929.1,8289.4,1565.5,651.16,380.22,277.52,326.26,26.514,28.467,9179.6,69.988,235.13,671.4,90.42,803.7,3943.888,3.783,119.458,0.064,107.45,2330.2,160010.0,34.309,69.988,29.858,205.82,301.82,0.808,0.175,12.539,840.1,4.528,2.421,2929.1,353.1,17.212,17.212,394.54,127.255,151.646,6125.864,1.138,6.796,2.918,95.767,48.568,1931.3,9142.0,1223.85,16.04,21423.678,1008.384
124.89,158.82,131.93,2896.0,8536.4,1720.7,635.02,372.47,264.06,319.33,26.619,29.112,9467.0,66.116,230.67,680.1,94.72,827.56,4011.774,3.783,123.082,0.064,112.614,2362.6,175530.0,35.192,66.116,30.366,216.8,294.36,0.798,0.18,12.194,858.7,4.549,2.427,2896.0,362.6,17.122,17.122,398.14,127.94,152.92,6243.497,1.143,6.792,2.967,95.523,47.857,1906.9,9221.0,1217.617,15.719,21508.838,1021.498
121.858,162.81,133.906,2870.8,8531.6,1856.6,622.3,381.47,269.44,316.95,26.671,28.663,9531.4,66.812,232.48,698.6,91.12,839.86,3918.728,3.808,124.978,0.064,111.794,2361.2,176540.0,35.405,66.812,31.718,210.76,296.4,0.798,0.172,11.329,827.0,4.553,2.454,2870.8,364.9,17.116,17.116,412.76,129.308,154.564,6364.422,1.157,6.76,3.027,94.449,48.818,1918.9,9608.0,1240.917,16.238,21608.14,1036.87
118.43,162.9,135.404,2828.0,8720.4,1872.9,614.32,384.77,266.2,310.67,26.456,28.33,9673.0,66.134,236.6,707.0,84.854,836.26,3904.606,3.788,124.756,0.063,109.686,2391.8,178600.0,33.994,66.134,31.762,205.65,288.14,0.794,0.169,11.082,762.4,4.53,2.438,2828.0,351.3,17.16,17.16,420.9,130.324,154.276,6400.88,1.169,6.747,2.937,93.618,50.423,1926.6,10034.0,1257.667,16.546,21693.626,1017.948
118.442,168.094,137.5,2886.6,9064.2,1744.6,613.82,389.49,265.96,316.48,27.288,29.483,9423.2,65.738,239.47,725.54,84.178,843.96,3928.95,3.803,127.396,0.061,109.122,2378.2,177230.0,34.465,65.738,34.252,204.68,293.7,0.766,0.168,11.966,741.9,4.503,2.437,2886.6,360.7,17.224,17.224,406.88,131.411,154.734,6352.809,1.181,6.722,2.816,92.935,52.21,1914.9,10299.0,1271.45,16.595,21998.781,1019.788
118.566,173.238,141.63,2918.4,9183.8,1788.2,616.26,389.1,273.82,309.89,27.047,29.568,9399.2,64.996,241.81,723.0,81.964,850.14,4088.4,3.823,133.7,0.061,113.026,2411.2,178330.0,36.416,64.996,39.59,206.62,291.26,0.791,0.171,11.488,775.8,4.499,2.331,2918.4,356.2,17.206,17.206,405.36,130.74,154.467,6316.043,1.178,6.685,2.876,93.287,52.233,2020.8,10684.0,1278.233,16.683,21991.701,1033.604
116.792,172.022,140.922,2854.8,8872.2,1799.7,599.94,379.21,274.46,302.75,26.409,28.938,9396.4,65.174,243.74,710.02,80.09,845.2,4321.0,3.849,129.878,0.06,112.782,2408.2,176230.0,36.599,65.174,39.636,209.08,294.1,0.83,0.171,11.675,798.4,4.462,2.295,2854.8,355.9,17.232,17.232,406.06,129.319,153.373,6291.293,1.176,6.674,2.931,93.416,51.288,2059.2,10628.0,1288.117,16.958,21889.301,1030.048
116.416,175.302,144.634,2890.8,9115.2,1763.0,605.04,381.52,274.64,301.55,26.627,28.607,9680.6,65.718,248.55,712.8,77.83,864.26,4315.2,3.85,127.444,0.06,107.692,2421.0,175940.0,37.842,65.718,40.564,209.15,295.68,0.832,0.171,11.466,812.1,4.572,2.308,2890.8,351.2,17.258,17.258,407.32,129.127,153.182,6265.196,1.183,6.657,2.931,93.112,52.122,2088.2,11555.0,1293.083,16.992,21803.296,1045.828
118.124,182.882,154.096,2914.9,9571.0,1753.8,597.42,385.31,271.14,303.41,26.795,28.758,10457.4,66.506,259.86,700.4,81.18,890.28,4520.2,3.882,133.428,0.063,105.378,2344.8,175890.0,39.424,66.506,40.13,197.53,291.4,0.844,0.175,11.519,805.1,4.584,2.383,2914.9,355.2,17.15,17.15,411.0,129.603,154.558,6363.301,1.191,6.582,2.974,92.503,51.948,2113.5,11817.5,1316.983,17.465,21901.111,1083.432
117.686,184.25,159.826,2899.7,9719.6,1844.9,601.14,389.83,263.8,305.88,27.479,29.058,10550.2,66.248,270.4,673.28,78.23,902.7,4688.2,3.837,131.34,0.061,111.244,2292.2,172260.0,40.353,66.248,40.652,197.31,305.88,0.818,0.173,13.569,797.0,4.548,2.315,2899.7,372.0,17.276,17.276,419.1,128.896,155.778,6381.879,1.196,6.516,2.986,92.114,53.375,2106.1,12040.0,1345.633,18.008,21786.616,1105.94
122.474,189.262,160.364,2951.4,9655.8,1879.9,605.34,390.91,273.18,316.51,28.002,29.261,10601.2,66.286,285.99,650.1,80.664,911.06,4675.6,3.895,132.294,0.063,112.74,2312.2,175120.0,42.54,66.286,42.278,196.52,314.6,0.818,0.174,13.745,810.1,4.468,2.375,2951.4,368.6,17.428,17.428,421.68,130.311,157.731,6444.857,1.195,6.532,3.008,91.927,54.658,2113.0,11505.0,1331.4,17.817,22161.994,1123.694
122.202,186.858,158.262,3000.8,9627.2,1886.4,636.74,399.65,289.7,315.88,28.638,29.628,10352.2,68.72,287.52,637.94,80.446,897.36,4588.0,3.843,129.154,0.062,115.824,2340.8,177170.0,42.334,68.72,43.95,188.82,310.86,0.812,0.172,13.605,812.8,4.372,2.416,3000.8,364.3,17.666,17.666,428.02,131.777,159.557,6444.324,1.194,6.575,3.055,91.877,55.98,2145.1,11004.0,1308.533,17.237,22365.467,1118.73
122.824,192.346,157.282,3051.0,9694.8,1859.5,659.06,410.33,290.98,322.07,29.32,29.518,10116.4,68.796,281.73,653.54,82.65,872.46,4426.0,3.768,131.316,0.062,115.92,2343.8,176660.0,43.38,68.796,42.61,184.13,316.34,0.83,0.173,13.562,809.1,4.546,2.409,3051.0,359.9,17.804,17.804,423.06,131.771,159.629,6430.186,1.181,6.636,2.985,92.752,57.425,2129.7,10467.0,1294.017,16.904,22342.236,1129.41
122.282,193.086,159.076,3050.2,10248.2,1925.6,669.8,413.55,294.46,318.0,29.39,29.445,9991.0,67.784,278.95,653.02,81.228,887.28,4542.4,3.74,136.702,0.061,118.202,2356.8,177390.0,44.389,67.784,44.23,183.55,320.6,0.845,0.171,13.072,786.7,4.586,2.423,3050.2,353.0,18.006,18.006,422.04,133.181,160.991,6551.719,1.174,6.653,2.927,93.419,56.153,2145.2,10580.0,1275.7,16.676,22682.76,1134.816
125.608,195.006,159.374,3036.6,10322.4,1867.3,671.74,426.43,304.16,319.61,29.71,29.707,9744.0,67.844,284.79,668.72,81.512,902.56,4603.4,3.738,135.514,0.061,118.582,2368.2,179240.0,44.851,67.844,41.822,181.7,322.16,0.874,0.173,13.168,816.6,4.527,2.473,3036.6,349.1,18.2,18.2,420.0,134.098,161.941,6593.577,1.18,6.597,2.917,93.154,56.373,2150.7,11270.0,1294.25,17.189,22836.245,1142.246
126.244,195.076,161.63,3002.6,10697.8,1830.5,662.38,423.3,308.34,324.46,29.551,29.581,9208.4,66.456,282.92,684.58,79.286,899.94,4724.0,3.72,133.916,0.06,120.314,2330.0,183560.0,45.403,66.456,39.666,181.39,313.14,0.857,0.169,13.408,824.2,4.589,2.565,3002.6,353.4,18.466,18.466,419.18,134.59,162.941,6620.965,1.18,6.609,2.924,93.236,57.875,2136.2,11756.0,1288.933,17.146,23121.515,1145.148
125.592,193.136,159.578,3016.1,10537.2,1872.0,653.9,416.35,305.2,315.83,29.191,28.638,8169.0,67.326,283.01,682.66,76.082,909.56,4668.8,3.631,134.99,0.06,118.762,2276.0,183760.0,44.673,67.326,39.114,183.71,313.46,0.823,0.163,13.323,816.8,4.525,2.573,3016.1,366.5,18.016,18.016,415.54,134.655,163.694,6601.026,1.171,6.638,2.919,94.001,58.585,2173.4,11829.0,1276.717,16.95,23376.835,1122.61
125.99,194.1,159.766,3123.4,11026.6,1947.3,651.42,436.24,317.64,319.82,29.411,29.277,7617.0,68.622,283.93,684.4,76.272,902.28,4783.4,3.538,132.892,0.06,118.756,2342.4,184390.0,43.849,68.622,38.886,171.23,311.18,0.821,0.161,13.102,816.4,4.549,2.568,3123.4,365.5,18.0,18.0,420.9,134.608,164.429,6724.022,1.163,6.63,2.952,94.658,60.878,2170.6,12301.0,1274.65,16.913,23444.08,1118.386
132.145,213.2,182.753,3343.375,11482.5,1908.125,673.925,490.075,354.05,332.312,30.304,31.076,7338.0,71.05,290.262,692.525,75.877,897.85,4879.75,3.615,131.24,0.061,126.665,2441.0,182462.5,45.35,71.05,40.625,162.338,312.85,0.845,0.163,13.123,825.5,4.613,2.677,3343.375,365.75,18.075,18.075,418.95,134.143,164.587,6768.623,1.163,6.635,3.153,94.623,63.54,2120.5,12590.0,1278.967,17.002,23511.426,1153.865
131.262,223.422,187.896,3311.1,11056.2,1899.6,665.48,478.25,347.14,309.14,29.448,30.232,6736.0,69.096,287.64,699.1,74.578,896.22,5077.8,3.589,132.786,0.056,123.854,2530.4,180260.0,45.753,69.096,41.282,161.23,313.1,0.82,0.163,12.133,807.5,4.544,2.691,3311.1,354.4,18.07,18.07,412.8,133.406,162.319,6755.551,1.175,6.628,3.108,93.944,62.503,2105.2,11789.0,1281.233,17.05,23388.2,1132.23
132.038,227.882,190.2,3348.9,10637.2,2005.6,669.26,483.15,352.66,301.59,29.283,30.096,6710.2,67.418,283.88,709.84,77.616,904.76,5053.2,3.632,132.878,0.053,125.36,2540.0,181740.0,45.818,67.418,39.126,163.39,307.44,0.84,0.167,11.688,807.7,4.395,2.698,3348.9,354.6,17.89,17.89,373.94,134.358,163.937,6852.428,1.183,6.61,2.973,93.463,63.01,2103.4,11867.0,1286.767,17.053,23527.127,1152.03
133.48,226.162,188.414,3330.6,10166.6,1967.5,664.0,469.6,349.1,296.25,28.299,29.213,6426.2,64.702,282.77,708.82,78.21,906.32,4997.4,3.694,130.54,0.052,124.822,2473.6,181740.0,44.851,64.702,36.538,154.69,301.72,0.821,0.165,11.035,803.0,4.315,2.673,3330.6,344.1,17.67,17.67,366.64,135.773,165.383,6867.356,1.189,6.608,3.045,92.963,63.153,2081.0,11416.0,1287.65,16.73,23973.231,1145.908
133.408,222.592,184.342,3391.9,10109.8,1922.5,670.86,507.83,375.72,292.95,27.619,28.972,6382.0,63.77,257.86,673.2,75.136,880.62,4774.8,3.599,137.018,0.051,119.128,2495.6,175750.0,44.403,63.77,36.066,144.88,317.0,0.81,0.161,11.128,783.6,4.297,2.631,3391.9,323.2,17.04,17.04,401.2,136.473,165.027,6793.375,1.181,6.618,2.915,93.43,62.618,2036.5,11015.0,1265.0,16.082,24231.266,1127.71
135.424,226.764,192.016,3447.5,10597.2,1940.7,689.18,503.46,389.1,299.97,29.043,29.659,6503.0,64.358,255.82,673.96,74.848,898.78,4565.2,3.588,144.492,0.051,121.126,2554.8,180020.0,44.598,64.358,37.708,141.21,310.68,0.82,0.162,10.521,762.7,4.272,2.624,3447.5,345.0,17.25,17.25,405.4,137.365,165.511,6881.467,1.177,6.614,2.733,93.811,63.36,2033.5,11235.0,1253.35,15.929,24528.16,1147.464
132.966,224.508,190.382,3370.0,10637.4,1876.7,678.56,485.1,382.0,294.2,28.334,28.868,6267.6,64.092,265.23,691.7,74.79,882.06,4563.2,3.439,143.49,0.047,112.694,2528.6,176120.0,42.874,64.092,38.714,139.79,307.02,0.747,0.163,9.715,779.7,4.267,2.586,3370.0,340.2,17.16,17.16,401.96,138.353,167.199,6968.879,1.183,6.591,2.684,93.082,64.207,2126.6,11949.0,1268.45,16.227,24762.826,1134.898
131.036,224.65,189.97,3308.6,10689.8,1865.9,675.3,480.78,365.06,294.27,27.78,28.147,6271.2,63.714,280.63,699.14,75.028,882.36,4433.4,3.378,146.94,0.047,109.288,2485.8,180870.0,42.039,63.714,39.97,138.76,317.34,0.726,0.163,12.728,818.7,4.604,2.541,3308.6,334.6,16.98,16.98,401.76,138.941,168.389,6932.283,1.192,6.53,2.819,92.445,66.37,2270.333,12351.667,1293.82,16.757,24770.146,1148.568
135.07,236.433,201.277,3497.333,11484.0,1954.667,697.8,496.567,369.4,305.633,28.1,28.505,6612.667,63.683,279.65,717.967,76.57,908.467,4471.0,3.502,149.487,0.05,108.85,2500.333,181566.667,43.012,63.683,42.733,145.533,327.567,0.751,0.163,12.375,823.333,4.727,2.563,3497.333,353.833,17.167,17.167,406.167,140.356,170.836,7071.55,1.203,6.496,2.955,91.707,67.525,2236.375,12572.5,1315.68,17.152,25030.268,1205.707
143.0,238.727,199.523,3716.25,11648.0,1963.25,686.85,511.525,386.375,320.55,28.499,28.739,6652.75,64.29,288.7,707.85,76.678,953.2,4413.0,3.448,150.785,0.051,112.812,2533.75,180737.5,44.801,64.29,41.52,148.425,322.05,0.769,0.165,12.691,836.75,4.718,2.592,3716.25,355.25,17.488,17.488,407.325,143.04,175.366,7189.475,1.204,6.49,2.988,91.726,68.787,2183.5,12676.0,1322.467,17.113,25484.03,1243.402
147.292,241.252,202.532,3854.1,11530.6,2039.0,691.88,540.86,401.18,325.01,29.741,30.261,6376.8,65.43,290.51,694.04,79.348,947.82,4498.8,3.476,152.566,0.051,112.842,2539.8,182120.0,44.821,65.43,41.308,140.34,309.1,0.778,0.167,12.658,841.9,4.721,2.6,3854.1,366.9,17.95,17.95,404.6,145.598,177.942,7288.543,1.223,6.426,3.164,90.515,69.405,2215.2,12594.0,1335.267,17.171,26000.388,1268.058
149.158,246.712,205.282,3841.5,11393.6,2142.3,710.54,571.01,413.1,343.15,30.396,31.438,6138.6,66.194,301.93,683.4,83.0,947.18,4541.6,3.717,153.894,0.05,115.102,2526.6,182430.0,44.659,66.194,41.258,137.25,309.38,0.787,0.178,12.427,838.7,4.745,2.691,3841.5,388.7,17.7,17.7,397.8,148.425,179.583,7440.271,1.235,6.354,3.422,89.566,69.73,2243.0,13287.0,1345.483,17.261,26338.295,1291.862
144.2,258.66,212.662,3755.3,11553.0,2175.7,723.8,573.37,410.02,343.3,29.584,30.436,5231.0,66.302,306.41,658.62,81.488,929.12,4554.0,3.798,149.526,0.049,116.56,2453.6,181680.0,45.431,66.302,41.694,134.59,306.12,0.737,0.175,12.173,839.8,4.69,2.563,3755.3,391.7,17.45,17.45,403.8,148.076,178.493,7381.456,1.244,6.307,3.068,88.914,69.157,2221.6,13638.0,1343.183,17.106,26075.566,1279.746
139.976,255.092,208.07,3689.2,11273.6,2118.1,727.9,552.48,400.02,331.1,28.951,30.07,4818.6,65.392,299.61,616.04,83.91,918.74,4419.2,3.736,143.776,0.048,113.224,2369.6,177800.0,44.907,65.392,41.912,137.43,305.6,0.732,0.171,11.662,824.9,4.636,2.557,3689.2,385.2,16.67,16.67,432.8,140.583,168.473,6957.408,1.231,6.291,2.724,89.782,65.952,2165.7,13265.0,1327.5,16.519,24441.471,1227.094
138.032,261.39,211.49,3715.2,11400.6,2223.4,729.3,553.75,393.18,325.04,28.338,29.842,4776.8,65.428,303.19,627.38,85.544,936.7,4439.2,3.734,147.492,0.048,110.734,2442.8,178840.0,45.361,65.428,40.578,138.23,313.72,0.756,0.177,12.306,823.3,4.658,2.633,3715.2,386.0,16.09,16.09,440.42,140.356,168.014,7126.997,1.238,6.333,2.585,89.373,63.613,2151.9,13570.0,1343.1,16.66,24911.833,1240.706
142.4,272.69,219.86,3775.875,11227.75,2434.625,733.225,582.412,411.65,329.2,28.804,29.75,4693.0,66.002,309.475,620.125,86.677,940.925,4518.75,3.757,150.688,0.049,112.468,2465.5,180850.0,46.059,66.002,39.248,138.55,317.775,0.775,0.176,12.325,840.5,4.698,2.674,3775.875,379.5,16.275,16.275,438.45,142.481,171.27,7250.005,1.233,6.34,2.621,89.527,65.85,2184.4,13653.0,1334.517,16.494,25009.594,1278.973
